latitude,longitude,typologie,arrondissement,densite_200m,categorie_commerciale,surface_terrasse,categorie_encoded,arrondissement_encoded,cluster_hdbscan,cluster_size,cluster_persistence,combined_score
48.86576190750405,2.381983646640055,TERRASSE OUVERTE,75011,6,RESTAURATION,8.7,18,10,187,10.0,0.010681070533307142,0.10681070533307142
48.8493914927697,2.3260276377130027,TERRASSE FERMÉE,75006,18,RESTAURATION,3.528,18,5,111,8.0,0.01025400363007166,0.08203202904057327
48.870697587955966,2.3469422132809408,TERRASSE OUVERTE,75001,18,RESTAURATION,26.0,18,0,306,21.0,0.006525748661057607,0.13704072188220975
48.86528275703704,2.398653241670116,TERRASSE OUVERTE,75020,18,RESTAURATION,5.88,18,19,-1,0.0,0.0,0.0
48.87728349700623,2.321055976256704,TERRASSE OUVERTE,75008,6,RESTAURATION,2.418,18,7,277,9.0,0.0016847870164933474,0.015163083148440126
48.87166786631116,2.3719745846222273,TERRASSE OUVERTE,75010,21,RESTAURATION,2.8800000000000003,18,9,204,7.0,0.015619746440578836,0.10933822508405185
48.874006860886126,2.3585738053828336,TERRASSE OUVERTE,75010,22,RESTAURATION,1.7999999999999998,18,9,274,5.0,0.0007285443484532487,0.0036427217422662435
48.87184286447128,2.3217567309182447,TERRASSE FERMÉE,75008,9,RESTAURATION,12.9,18,7,278,7.0,0.008148034143483992,0.057036239004387944
48.8785404544337,2.2940009668179187,TERRASSE OUVERTE,75017,10,RESTAURATION,2.2,18,16,-1,0.0,0.0,0.0
48.86545760072138,2.3016726822450395,TERRASSE OUVERTE,75008,12,RESTAURATION,28.188,18,7,-1,0.0,0.0,0.0
48.85676295153385,2.292383501874035,TERRASSE FERMÉE,75007,4,RESTAURATION,12.54,18,6,169,5.0,0.0012866518307074963,0.0064332591535374815
48.86002625526162,2.3100182029741148,TERRASSE FERMÉE,75007,14,RESTAURATION,19.580000000000002,18,6,151,19.0,0.006908579203788178,0.13126300487197537
48.87960259967978,2.3035937048903397,TERRASSE OUVERTE,75017,4,RESTAURATION,0.9099999999999999,18,16,160,6.0,0.0012296034431461009,0.007377620658876606
48.855457017425735,2.3053558365431552,TERRASSE OUVERTE,75007,26,RESTAURATION,2.6599999999999997,18,6,115,5.0,0.0,0.0
48.85033454939689,2.3930269134855293,TERRASSE FERMÉE,75011,16,RESTAURATION,14.839999999999998,18,10,-1,0.0,0.0,0.0
48.850386555620574,2.392951271258792,TERRASSE OUVERTE,75011,16,RESTAURATION,6.0,18,10,-1,0.0,0.0,0.0
48.84638007364508,2.340496533959456,TERRASSE OUVERTE,75005,11,RESTAURATION,9.66,18,4,-1,0.0,0.0,0.0
48.84473918472819,2.3829364698486537,TERRASSE OUVERTE,75012,17,RESTAURATION,1.52,18,11,216,9.0,0.06384741667932743,0.5746267501139469
48.84128512227616,2.329585418950821,TERRASSE OUVERTE,75014,39,RESTAURATION,7.22,18,13,34,5.0,0.16874187232489754,0.8437093616244877
48.84123861416263,2.3296125198121365,TERRASSE FERMÉE,75014,39,RESTAURATION,28.31,18,13,34,5.0,0.16874187232489754,0.8437093616244877
48.83848161823203,2.3991451457112505,TERRASSE FERMÉE,75012,6,RESTAURATION,13.552000000000001,18,11,171,6.0,0.00791709141265044,0.047502548475902635
48.87248546133074,2.382447876349542,TERRASSE OUVERTE,75020,3,RESTAURATION,2.0999999999999996,18,19,-1,0.0,0.0,0.0
48.84870417990754,2.398395968482947,TERRASSE OUVERTE,75011,14,RESTAURATION,6.744999999999999,18,10,280,7.0,0.04484878255990295,0.31394147791932064
48.84855317085897,2.398306822830457,TERRASSE FERMÉE,75011,14,RESTAURATION,8.8,18,10,280,7.0,0.04484878255990295,0.31394147791932064
